n,m,q,r,prior,metric,bits,label,assumptions,model,effective_dimension,candidate_capacity_bits,delta_log2_radius,radius_ratio,baseline_beta,continuous_new_beta,predicted_delta_beta_continuous,integer_new_beta,predicted_delta_beta_integer,predicted_log2_work_gain,work_model_label
24,24,31,3,uniform_ternary,hard_support_selectivity,10.107701428997158,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,30,10.107701428997158,0.33692338096657193,1.2630601811272109,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,hard_support_selectivity,10.107701428997158,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,25,10.107701428997158,0.4043080571598863,1.3234540054856627,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,HEURISTIC ESTIMATOR,same second moment only; q=31 does not turn this into an attack theorem,lattice_dimension,49,0.16965183409890683,0.003462282328549119,1.002402753230319,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,HEURISTIC ESTIMATOR,same second moment only; q=31 does not turn this into an attack theorem,bkz_beta,30,0.16965183409890683,0.005655061136630227,1.0039274821059376,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,HEURISTIC ESTIMATOR,same second moment only; q=31 does not turn this into an attack theorem,sieve_dimension_proxy,25,0.16965183409890683,0.006786073363956273,1.004714827605807,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,support_selectivity,7.896804646498538,HEURISTIC ESTIMATOR,"support-only diagnostic, not weighted CBD likelihood",lattice_dimension,49,7.896804646498538,0.16115927849997017,1.1181852956581286,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,support_selectivity,7.896804646498538,HEURISTIC ESTIMATOR,"support-only diagnostic, not weighted CBD likelihood",bkz_beta,30,7.896804646498538,0.26322682154995125,1.2001600575667746,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,support_selectivity,7.896804646498538,HEURISTIC ESTIMATOR,"support-only diagnostic, not weighted CBD likelihood",sieve_dimension_proxy,25,7.896804646498538,0.31587218585994153,1.2447639518659963,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,shannon_deficit,8.770671744471926,HEURISTIC ESTIMATOR,coordinatewise entropy diagnostic,lattice_dimension,49,8.770671744471926,0.17899330090759033,1.1320936452702888,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,shannon_deficit,8.770671744471926,HEURISTIC ESTIMATOR,coordinatewise entropy diagnostic,bkz_beta,30,8.770671744471926,0.29235572481573086,1.224638313820531,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,shannon_deficit,8.770671744471926,HEURISTIC ESTIMATOR,coordinatewise entropy diagnostic,sieve_dimension_proxy,25,8.770671744471926,0.35082686977887706,1.2752913415090812,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,renyi2_separation,9.250437981995525,HEURISTIC ESTIMATOR,coordinatewise collision-entropy diagnostic,lattice_dimension,49,9.250437981995525,0.18878444861215357,1.1398029633360383,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,renyi2_separation,9.250437981995525,HEURISTIC ESTIMATOR,coordinatewise collision-entropy diagnostic,bkz_beta,30,9.250437981995525,0.30834793273318417,1.2382888912191428,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,3,cbd2,renyi2_separation,9.250437981995525,HEURISTIC ESTIMATOR,coordinatewise collision-entropy diagnostic,sieve_dimension_proxy,25,9.250437981995525,0.37001751927982096,1.2923685243410794,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,hard_support_selectivity,13.476935238662877,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,49,13.476935238662877,0.27503949466658933,1.2100272140072053,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,hard_support_selectivity,13.476935238662877,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,30,13.476935238662877,0.4492311746220959,1.3653124753497203,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,hard_support_selectivity,13.476935238662877,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,25,13.476935238662877,0.5390774095465151,1.4530430122591889,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,HEURISTIC ESTIMATOR,same second moment only; q=31 does not turn this into an attack theorem,lattice_dimension,49,0.16965183409890683,0.003462282328549119,1.002402753230319,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,HEURISTIC ESTIMATOR,same second moment only; q=31 does not turn this into an attack theorem,bkz_beta,30,0.16965183409890683,0.005655061136630227,1.0039274821059376,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,HEURISTIC ESTIMATOR,same second moment only; q=31 does not turn this into an attack theorem,sieve_dimension_proxy,25,0.16965183409890683,0.006786073363956273,1.004714827605807,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,support_selectivity,10.529072861998051,HEURISTIC ESTIMATOR,"support-only diagnostic, not weighted CBD likelihood",lattice_dimension,49,10.529072861998051,0.21487903799996022,1.160606599859724,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,support_selectivity,10.529072861998051,HEURISTIC ESTIMATOR,"support-only diagnostic, not weighted CBD likelihood",bkz_beta,30,10.529072861998051,0.35096909539993504,1.275417070120259,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,support_selectivity,10.529072861998051,HEURISTIC ESTIMATOR,"support-only diagnostic, not weighted CBD likelihood",sieve_dimension_proxy,25,10.529072861998051,0.42116291447992205,1.339006454021172,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,shannon_deficit,11.694228992629235,HEURISTIC ESTIMATOR,coordinatewise entropy diagnostic,lattice_dimension,49,11.694228992629235,0.23865773454345376,1.1798943915874411,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,shannon_deficit,11.694228992629235,HEURISTIC ESTIMATOR,coordinatewise entropy diagnostic,bkz_beta,30,11.694228992629235,0.38980763308764116,1.3102186895071468,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,shannon_deficit,11.694228992629235,HEURISTIC ESTIMATOR,coordinatewise entropy diagnostic,sieve_dimension_proxy,25,11.694228992629235,0.4677691597051694,1.382969327502174,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,renyi2_separation,12.333917309327365,HEURISTIC ESTIMATOR,coordinatewise collision-entropy diagnostic,lattice_dimension,49,12.333917309327365,0.25171259814953806,1.190619640277707,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,renyi2_separation,12.333917309327365,HEURISTIC ESTIMATOR,coordinatewise collision-entropy diagnostic,bkz_beta,30,12.333917309327365,0.4111305769775788,1.3297274551225333,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
24,24,31,4,cbd2,renyi2_separation,12.333917309327365,HEURISTIC ESTIMATOR,coordinatewise collision-entropy diagnostic,sieve_dimension_proxy,25,12.333917309327365,0.4933566923730946,1.4077163765408423,30,20.0,10.0,20,10,2.87,HEURISTIC ESTIMATOR / beta-cost proxy
