n,m,q,r,prior,metric,bits,label,assumptions,model,effective_dimension,candidate_capacity_bits,delta_log2_radius,radius_ratio,baseline_beta,continuous_new_beta,predicted_delta_beta_continuous,integer_new_beta,predicted_delta_beta_integer,capacity_label,predicted_log2_work_gain,work_model_label
512,512,257,5,cbd2,support_selectivity,28.418482271532575,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,5,cbd2,shannon_deficit,29.874927434821565,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,5,cbd2,renyi2_separation,30.674537830694227,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,5,cbd3,support_selectivity,25.99134813568137,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,5,cbd3,shannon_deficit,28.36131257211445,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,5,cbd3,renyi2_separation,29.286867953049686,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,5,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,5,"fixed_weight(+8,-8)",exact_residual_profile,40.02812274596939,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,40.02812274596939,0.03905182706923843,1.0274383481923008,60.0,59.57197218197487,0.4280278180251287,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,5,"fixed_weight(+8,-8)",exact_residual_profile,40.02812274596939,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,40.02812274596939,0.6671353790994898,1.5879168612448713,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,5,"fixed_weight(+8,-8)",exact_residual_profile,40.02812274596939,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,40.02812274596939,0.8005624549193878,1.7417800516498703,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,6,uniform_ternary,hard_support_selectivity,38.52397229083633,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,38.52397229083633,0.037584363210572035,1.026393801664309,60.0,59.588055547338044,0.411944452661956,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,6,uniform_ternary,hard_support_selectivity,38.52397229083633,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,38.52397229083633,0.6420662048472722,1.560562572457581,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,6,uniform_ternary,hard_support_selectivity,38.52397229083633,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,38.52397229083633,0.7704794458167267,1.705836584078287,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,6,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,6,cbd2,support_selectivity,34.102178725839096,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,6,cbd2,shannon_deficit,35.84991292178587,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,6,cbd2,renyi2_separation,36.80944539683307,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,6,cbd3,support_selectivity,31.189617762817647,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,6,cbd3,shannon_deficit,34.03357508653734,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,6,cbd3,renyi2_separation,35.14424154365962,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,6,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,6,"fixed_weight(+8,-8)",exact_residual_profile,48.033747295163266,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,48.033747295163266,0.04686219248308612,1.0330157083895226,60.0,59.486371013565005,0.5136289864349948,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,6,"fixed_weight(+8,-8)",exact_residual_profile,48.033747295163266,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,48.033747295163266,0.8005624549193878,1.7417800516498703,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,6,"fixed_weight(+8,-8)",exact_residual_profile,48.033747295163266,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,48.033747295163266,0.9606749459032653,1.9462201953972769,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,7,uniform_ternary,hard_support_selectivity,44.944634339309054,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,44.944634339309054,0.04384842374566737,1.0308600061557944,60.0,59.51940172584254,0.48059827415745815,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,7,uniform_ternary,hard_support_selectivity,44.944634339309054,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,44.944634339309054,0.7490772389884842,1.6807174842888608,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,7,uniform_ternary,hard_support_selectivity,44.944634339309054,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,44.944634339309054,0.8988926867861811,1.8646342690363185,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,7,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,7,cbd2,support_selectivity,39.78587518014561,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,7,cbd2,shannon_deficit,41.82489840875019,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,7,cbd2,renyi2_separation,42.94435296297192,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,7,cbd3,support_selectivity,36.38788738995392,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,7,cbd3,shannon_deficit,39.70583760096023,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,7,cbd3,renyi2_separation,41.00161513426956,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,7,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,7,"fixed_weight(+8,-8)",exact_residual_profile,56.03937184435715,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,56.03937184435715,0.0546725578969338,1.0386233448041193,60.0,59.40076973742843,0.5992302625715666,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,7,"fixed_weight(+8,-8)",exact_residual_profile,56.03937184435715,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,56.03937184435715,0.9339895307392858,1.9105520083381653,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,7,"fixed_weight(+8,-8)",exact_residual_profile,56.03937184435715,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,56.03937184435715,1.1207874368871429,2.1746563496259554,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,8,uniform_ternary,hard_support_selectivity,51.365296387781775,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,51.365296387781775,0.05011248428076271,1.0353456446915301,60.0,59.45074800464798,0.549251995352023,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,8,uniform_ternary,hard_support_selectivity,51.365296387781775,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,51.365296387781775,0.8560882731296963,1.8101236770953386,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,8,uniform_ternary,hard_support_selectivity,51.365296387781775,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,51.365296387781775,1.0273059277556356,2.0382145568435295,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,8,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,8,cbd2,support_selectivity,45.46957163445212,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,8,cbd2,shannon_deficit,47.7998838957145,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,8,cbd2,renyi2_separation,49.07926052911076,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,8,cbd3,support_selectivity,41.586157017090194,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,8,cbd3,shannon_deficit,45.37810011538312,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,8,cbd3,renyi2_separation,46.858988724879495,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,8,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,8,"fixed_weight(+8,-8)",exact_residual_profile,64.04499639355103,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,64.04499639355103,0.062482923310781494,1.0442614217879187,60.0,59.31516766606518,0.6848323339348212,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,8,"fixed_weight(+8,-8)",exact_residual_profile,64.04499639355103,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,64.04499639355103,1.067416606559184,2.0956773348663638,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,8,"fixed_weight(+8,-8)",exact_residual_profile,64.04499639355103,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,64.04499639355103,1.2808999278710207,2.429905028296729,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,9,uniform_ternary,hard_support_selectivity,57.7859584362545,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,57.7859584362545,0.05637654481585805,1.039850801835955,60.0,59.38209403079763,0.6179059692023685,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,9,uniform_ternary,hard_support_selectivity,57.7859584362545,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,57.7859584362545,0.9630993072709083,1.9494934496784333,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,9,uniform_ternary,hard_support_selectivity,57.7859584362545,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,57.7859584362545,1.1557191687250898,2.227953571761771,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,9,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,9,cbd2,support_selectivity,51.15326808875864,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,9,cbd2,shannon_deficit,53.774869382678816,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,9,cbd2,renyi2_separation,55.214168095249605,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,9,cbd3,support_selectivity,46.78442664422647,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,9,cbd3,shannon_deficit,51.05036262980601,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,9,cbd3,renyi2_separation,52.716362315489434,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,9,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,9,"fixed_weight(+8,-8)",exact_residual_profile,72.0506209427449,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,72.0506209427449,0.07029328872462917,1.049930104584917,60.0,59.229564105021765,0.7704358949782346,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,9,"fixed_weight(+8,-8)",exact_residual_profile,72.0506209427449,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,72.0506209427449,1.2008436823790816,2.2987406114595696,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,9,"fixed_weight(+8,-8)",exact_residual_profile,72.0506209427449,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,72.0506209427449,1.441012418854898,2.7151133316109006,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,10,uniform_ternary,hard_support_selectivity,64.20662048472722,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,64.20662048472722,0.0626406053509534,1.0443755625214772,60.0,59.31343944849529,0.6865605515047122,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,10,uniform_ternary,hard_support_selectivity,64.20662048472722,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,64.20662048472722,1.0701103414121205,2.09959394401035,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,10,uniform_ternary,hard_support_selectivity,64.20662048472722,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,64.20662048472722,1.2841324096945446,2.4353555425554227,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,10,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,10,cbd2,support_selectivity,56.83696454306515,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,10,cbd2,shannon_deficit,59.74985486964313,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,10,cbd2,renyi2_separation,61.349075661388454,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,10,cbd3,support_selectivity,51.98269627136274,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,10,cbd3,shannon_deficit,56.7226251442289,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,10,cbd3,renyi2_separation,58.57373590609937,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,10,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,10,"fixed_weight(+8,-8)",exact_residual_profile,80.05624549193878,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,80.05624549193878,0.07810365413847686,1.0556295593361238,60.0,59.14395835278866,0.8560416472113417,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,10,"fixed_weight(+8,-8)",exact_residual_profile,80.05624549193878,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,80.05624549193878,1.3342707581989797,2.521479958225764,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,10,"fixed_weight(+8,-8)",exact_residual_profile,80.05624549193878,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,80.05624549193878,1.6011249098387756,3.0337977483254246,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,11,uniform_ternary,hard_support_selectivity,70.62728253319995,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,70.62728253319995,0.06890466588604872,1.0489200120500768,60.0,59.24478389904685,0.7552161009531488,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,11,uniform_ternary,hard_support_selectivity,70.62728253319995,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,70.62728253319995,1.1771213755533325,2.261251367862805,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,11,uniform_ternary,hard_support_selectivity,70.62728253319995,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,70.62728253319995,1.4125456506639988,2.662064727841464,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,11,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,11,cbd2,support_selectivity,62.52066099737167,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,11,cbd2,shannon_deficit,65.72484035660744,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,11,cbd2,renyi2_separation,67.4839832275273,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,11,cbd3,support_selectivity,57.18096589849902,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,11,cbd3,shannon_deficit,62.39488765865179,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,11,cbd3,renyi2_separation,64.43110949670931,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,11,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,11,"fixed_weight(+8,-8)",exact_residual_profile,88.06187004113266,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,88.06187004113266,0.08591401955232456,1.0613599530844307,60.0,59.05834970065558,0.9416502993444169,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,11,"fixed_weight(+8,-8)",exact_residual_profile,88.06187004113266,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,88.06187004113266,1.4676978340188778,2.765801912594792,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,11,"fixed_weight(+8,-8)",exact_residual_profile,88.06187004113266,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,88.06187004113266,1.7612374008226532,3.38988751246109,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,12,uniform_ternary,hard_support_selectivity,77.04794458167267,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,77.04794458167267,0.07516872642114407,1.053484236094913,60.0,59.17612702085111,0.8238729791488879,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,12,uniform_ternary,hard_support_selectivity,77.04794458167267,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,bkz_beta,60.0,77.04794458167267,1.2841324096945443,2.4353555425554227,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,12,uniform_ternary,hard_support_selectivity,77.04794458167267,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,sieve_dimension_proxy,50.0,77.04794458167267,1.5409588916334533,2.9098784515798783,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,12,uniform_ternary,same_second_moment_entropy_proxy,0.16965183409890683,INFORMATION_DIAGNOSTIC,same second moment only; q=257 does not turn this into an attack theorem,,,,,,,,,,,,,
512,512,257,12,cbd2,support_selectivity,68.20435745167819,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,12,cbd2,shannon_deficit,71.69982584357174,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,12,cbd2,renyi2_separation,73.61889079366614,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,12,cbd3,support_selectivity,62.379235525635295,INFORMATION_DIAGNOSTIC,"support-only diagnostic, not weighted CBD likelihood",,,,,,,,,,,,,
512,512,257,12,cbd3,shannon_deficit,68.06715017307468,INFORMATION_DIAGNOSTIC,coordinatewise entropy diagnostic,,,,,,,,,,,,,
512,512,257,12,cbd3,renyi2_separation,70.28848308731924,INFORMATION_DIAGNOSTIC,coordinatewise collision-entropy diagnostic,,,,,,,,,,,,,
512,512,257,12,"fixed_weight(+8,-8)",global_combinatorial_deficit,3985.8197815599783,INFORMATION_DIAGNOSTIC,full-n exact multinomial count; not assigned wholesale to r hints,,,,,,,,,,,,,
512,512,257,12,"fixed_weight(+8,-8)",exact_residual_profile,96.06749459032653,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,lattice_dimension,1025.0,96.06749459032653,0.09372438496617223,1.067121453779507,60.0,58.972737432585575,1.0272625674144251,59.0,1.0,RANK_ONLY_REFERENCE,0.242,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,12,"fixed_weight(+8,-8)",exact_residual_profile,96.06749459032653,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,bkz_beta,60.0,96.06749459032653,1.6011249098387756,3.0337977483254246,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,12,"fixed_weight(+8,-8)",exact_residual_profile,96.06749459032653,HEURISTIC ESTIMATOR,uniform q-ary pivot image and the stated residual plus/minus counts,sieve_dimension_proxy,50.0,96.06749459032653,1.9213498918065306,3.7877730489722143,60.0,40.0,20.0,40.0,20.0,RANK_ONLY_REFERENCE,5.79,HEURISTIC ESTIMATOR / beta-cost proxy
512,512,257,13,uniform_ternary,hard_support_selectivity,83.46860663014539,HEURISTIC ESTIMATOR,candidate residual is independent of dense H and uniform in the relevant mod-q image,lattice_dimension,1025.0,83.46860663014539,0.0814327869562394,1.0580683207019388,60.0,59.107468449325864,0.8925315506741356,60.0,0.0,RANK_ONLY_REFERENCE,0.0,HEURISTIC ESTIMATOR / beta-cost proxy
